instrument_token,exchange_token,tradingsymbol,name,exchange,instrument_type,strike,expiry,lot_size
2629377,10271,79TS44-SG,SDL TS 7.9% 2044,NSE,EQ,,,
2629633,10272,792TS45-SG,SDL TS 7.92% 2045,NSE,EQ,,,
2630913,10277,NGLFINE,NGL FINE CHEM,NSE,EQ,,,
2632193,10282,KAYA-BE,KAYA,NSE,EQ,,,
2632961,10285,AYMSYNTEX,AYM SYNTEX,NSE,EQ,,,
2635777,10296,KCK-ST,KCK INDUSTRIES,NSE,EQ,,,
2636545,10299,PPL-BE,PRAKASH PIPES,NSE,EQ,,,
2637825,10304,RAMASTEEL-BE,RAMA STEEL TUBES,NSE,EQ,,,
2639361,10310,AURUM,AURUM PROPTECH,NSE,EQ,,,
2642177,10321,PKTEA,THE P K TEA PROD CO,NSE,EQ,,,
2643201,10325,SKP-SM,SKP BEARING INDUSTRI.,NSE,EQ,,,
2644481,10330,778ML31-SG,SDL ML 7.78% 2031,NSE,EQ,,,
2644737,10331,781HR32A-SG,SDL HR 7.81% 2032,NSE,EQ,,,
2644993,10332,79HR34-SG,SDL HR 7.9% 2034,NSE,EQ,,,
2645249,10333,794PN42-SG,SDL PN 7.94% 2042,NSE,EQ,,,
2645505,10334,789TS34-SG,SDL TS 7.89% 2034,NSE,EQ,,,
2646017,10336,797AP39-SG,SDL AP 7.97% 2039,NSE,EQ,,,
2646273,10337,792AP41-SG,SDL AP 7.92% 2041,NSE,EQ,,,
2646529,10338,787TN33-SG,SDL TN 7.87% 2033,NSE,EQ,,,
2647809,10343,RADHIKAJWE,RADHIKA JEWELTECH,NSE,EQ,,,
2648577,10346,DGCONTENT,DIGICONTENT,NSE,EQ,,,
2649601,10350,CSLFINANCE,CSL FINANCE,NSE,EQ,,,
2650881,10355,803AP36-SG,SDL AP 8.03% 2036,NSE,EQ,,,
2651393,10357,783AS32-SG,SDL AS 7.83% 2032,NSE,EQ,,,
2653953,10367,78GJ32A-SG,SDL GJ 7.8% 2032,NSE,EQ,,,
2654209,10368,783MN32-SG,SDL MN 7.83% 2032,NSE,EQ,,,
2655745,10374,802MZ36-SG,SDL MZ 8.02% 2036,NSE,EQ,,,
2657537,10381,798RJ42-SG,SDL RJ 7.98% 2042,NSE,EQ,,,
2657793,10382,795TS35-SG,SDL TS 7.95% 2035,NSE,EQ,,,
2658049,10383,802AP38-SG,SDL AP 8.02% 2038,NSE,EQ,,,
2658305,10384,802WB37-SG,SDL WB 8.02% 2037,NSE,EQ,,,
2660609,10393,801WB41-SG,SDL WB 8.01% 2041,NSE,EQ,,,
2660865,10394,785PN32-SG,SDL PN 7.85% 2032,NSE,EQ,,,
2661633,10397,JISLJALEQS,JAIN IRRIGATION SYSTEMS,NSE,EQ,,,
2663937,10406,STEELCITY,STEEL CITY SECURITIES,NSE,EQ,,,
2664193,10407,KSHITIJPOL,KSHITIJ POLYLINE,NSE,EQ,,,
2666241,10415,MUTHOOTCAP,MUTHOOT CAP SERV,NSE,EQ,,,
2666753,10417,DYCL,DYNAMIC CABLES,NSE,EQ,,,
2671361,10435,OSEINTRUST-IV,ORIENTAL INFRATRUST,NSE,EQ,,,
2672641,10440,LUPIN,LUPIN,NSE,EQ,,,
2674433,10447,UNITDSPR,UNITED SPIRITS,NSE,EQ,,,
2675713,10452,764TN29-SG,SDL TN 7.64% 2029,NSE,EQ,,,
2675969,10453,SATIN,SATIN CREDIT NET,NSE,EQ,,,
2676225,10454,797WB42-SG,SDL WB 7.97% 2042,NSE,EQ,,,
2676993,10457,ARVSMART,ARVIND SMARTSPACES,NSE,EQ,,,
2677249,10458,779AP31-SG,SDL AP 7.79% 2031,NSE,EQ,,,
2677505,10459,777GJ32-SG,SDL GJ 7.77% 2032,NSE,EQ,,,
2677761,10460,78TN32A-SG,SDL TN 7.8% 2032,NSE,EQ,,,
2678017,10461,781HR32B-SG,SDL HR 7.81% 2032,NSE,EQ,,,
2678273,10462,781RJ32-SG,SDL RJ 7.81% 2032,NSE,EQ,,,
2678529,10463,782NL32-SG,SDL NL 7.82% 2032,NSE,EQ,,,
2680321,10470,782SK32-SG,SDL SK 7.82% 2032,NSE,EQ,,,
2680577,10471,804AP37-SG,SDL AP 8.04% 2037,NSE,EQ,,,
2681089,10473,POWERMECH,POWER MECH PROJECTS,NSE,EQ,,,
2681345,10474,805RJ37-SG,SDL RJ 8.05% 2037,NSE,EQ,,,
2682113,10477,806JK37-SG,SDL JK 8.06% 2037,NSE,EQ,,,
2682369,10478,807WB38-SG,SDL WB 8.07% 2038,NSE,EQ,,,
2682625,10479,797HR42-SG,SDL HR 7.97% 2042,NSE,EQ,,,
2682881,10480,797RJ42-SG,SDL RJ 7.97% 2042,NSE,EQ,,,
2684161,10485,RAMRAT,RAM RATNA WIRES,NSE,EQ,,,
2685697,10491,AGNI-SM,AGNI GREEN POWER,NSE,EQ,,,
2690049,10508,MOHEALTH,MOTILAL OSWAL BSE HEALTHCARE ETF,NSE,EQ,,,
2690817,10511,NIFTYBETA,UTI NIFTY 50 ETF,NSE,EQ,,,
2691073,10512,CONS,KOTAK NIFTY INDIA CONSUMPTION ETF,NSE,EQ,,,
2691841,10515,SENSEXBETA,UTI BSE SENSEX ETF,NSE,EQ,,,
2693889,10523,KOCONSINAV,KOTAKMAMC - KOCONSINAV,NSE,EQ,,,
2694401,10525,782RJ44-SG,SDL RJ 7.82% 2044,NSE,EQ,,,
2694657,10526,757HP31-SG,SDL HP 7.57% 2031,NSE,EQ,,,
2694913,10527,772AP34-SG,SDL AP 7.72% 2034,NSE,EQ,,,
2695169,10528,768AS32-SG,SDL AS 7.68% 2032,NSE,EQ,,,
2695425,10529,765BR32-SG,SDL BR 7.65% 2032,NSE,EQ,,,
2695681,10530,SHARDAMOTR,SHARDA MOTOR INDS,NSE,EQ,,,
2695937,10531,761GJ32-SG,SDL GJ 7.61% 2032,NSE,EQ,,,
2696193,10532,785KL35-SG,SDL KL 7.85% 2035,NSE,EQ,,,
2698241,10540,774MZ33-SG,SDL MZ 7.74% 2033,NSE,EQ,,,
2698497,10541,767NL32-SG,SDL NL 7.67% 2032,NSE,EQ,,,
2699009,10543,765RJ32-SG,SDL RJ 7.65% 2032,NSE,EQ,,,
2699265,10544,764TN32-SG,SDL TN 7.64% 2032,NSE,EQ,,,
2699521,10545,784TS36-SG,SDL TS 7.84% 2036,NSE,EQ,,,
2701057,10551,789HP37-SG,SDL HP 7.89% 2037,NSE,EQ,,,
2701569,10553,789WB37-SG,SDL WB 7.89% 2037,NSE,EQ,,,
2702081,10555,782AP42-SG,SDL AP 7.82% 2042,NSE,EQ,,,
2702593,10557,NAVKARCORP,NAVKAR CORPORATION,NSE,EQ,,,
2702849,10558,782PN42-SG,SDL PN 7.82% 2042,NSE,EQ,,,
2703105,10559,743HP28-SG,SDL HP 7.43% 2028,NSE,EQ,,,
2705409,10568,RAMAPHO,RAMA PHOSPHATES,NSE,EQ,,,
2707457,10576,NIFTYBEES,NIPPON INDIA ETF NIFTY 50 BEES,NSE,EQ,,,
2707713,10577,KRBL,KRBL,NSE,EQ,,,
2707969,10578,MPSLTD,MPS,NSE,EQ,,,
2708225,10579,MARKSANS,MARKSANS PHARMA,NSE,EQ,,,
2708481,10580,TCI,TRANSPORT CORPN OF INDIA,NSE,EQ,,,
2708993,10582,MOHLTHINAV,MOTILALAMC - MOHLTHINAV,NSE,EQ,,,
2709249,10583,HDF100INAV,HDFCNIF100 INAV,NSE,EQ,,,
2709505,10584,HDFC50INAV,HDFCNEXT50 INAV,NSE,EQ,,,
2709761,10585,MOM30IETF,ICICI PRUDENTIAL NIFTY 200 MOMENTUM 30 ETF,NSE,EQ,,,
2710529,10588,SHREEPUSHK,SHRE PUSH CHEM & FERT,NSE,EQ,,,
2710785,10589,ICICMOINAV,ICICIPRAMC - ICICMOINAV,NSE,EQ,,,
2711041,10590,LOYALTEX,LOYAL TEXTILE MILLS,NSE,EQ,,,
2713345,10599,GUJENERGY,GUJARAT ENERGY,NSE,EQ,,,
2714625,10604,BHARTIARTL,BHARTI AIRTEL,NSE,EQ,,,
2716161,10610,USASEEDS-SM,UPSURGE SEEDS OF AGRI,NSE,EQ,,,
2718465,10619,HDFCNEXT50,HDFC NIFTY NEXT 50 ETF,NSE,EQ,,,
2719233,10622,SADBHIN-BE,SADBHAV INFRA PROJ,NSE,EQ,,,
2722049,10633,HDFCNIF100,HDFC NIFTY 100 ETF,NSE,EQ,,,
2722305,10634,ASAL,AUTOMOTIVE STAMPINGS & AS,NSE,EQ,,,
2723073,10637,OLECTRA,OLECTRA GREENTECH,NSE,EQ,,,
2723329,10638,777RJ32-SG,SDL RJ 7.77% 2032,NSE,EQ,,,
2723585,10639,797AP36-SG,SDL AP 7.97% 2036,NSE,EQ,,,
2723841,10640,795HR37-SG,SDL HR 7.95% 2037,NSE,EQ,,,
2724353,10642,795TS37-SG,SDL TS 7.95% 2037,NSE,EQ,,,
2724609,10643,796AP40-SG,SDL AP 7.96% 2040,NSE,EQ,,,
2724865,10644,793TN42-SG,SDL TN 7.93% 2042,NSE,EQ,,,
2725121,10645,793RJ45-SG,SDL RJ 7.93% 2045,NSE,EQ,,,
2725377,10646,754AS28-SG,SDL AS 7.54% 2028,NSE,EQ,,,
2725633,10647,774AP31-SG,SDL AP 7.74% 2031,NSE,EQ,,,
2725889,10648,773GJ32-SG,SDL GJ 7.73% 2032,NSE,EQ,,,
2726657,10651,775TN32-SG,SDL TN 7.75% 2032,NSE,EQ,,,
2726913,10652,777HR32-SG,SDL HR 7.77% 2032,NSE,EQ,,,
2729217,10661,PONNIERODE,PONNIE SUGARS (ERODE),NSE,EQ,,,
2730497,10666,PNB,PUNJAB NATIONAL BANK,NSE,EQ,,,
2733057,10676,MNC,KOTAK NIFTY MNC ETF,NSE,EQ,,,
2734081,10680,KOKMNCINAV,KOTAKMAMC - KOTAKMNCINAV,NSE,EQ,,,
2735105,10684,SHAIVAL-ST,SHAIVAL REALITY,NSE,EQ,,,
2736641,10690,NIFTYQLITY,ADITYA BIRLA SUN LIFE NIFTY 200 QUALITY 30 ETF,NSE,EQ,,,
2737409,10693,MOMENTUM,ADITYA BIRLA SUN LIFE NIFTY 200 MOMENTUM 30 ETF,NSE,EQ,,,
2739201,10700,SURANAT&P,SURANA TELECOM AND POW LT,NSE,EQ,,,
2741761,10710,VEEKAYEM-SM,VEEKAYEM FASH & APP,NSE,EQ,,,
2742785,10714,NFQLTYINAV,BIRLASLAMC - NFQLTYINAV,NSE,EQ,,,
2743041,10715,MOMNTMINAV,BIRLASLAMC - MOMNTMINAV,NSE,EQ,,,
2743553,10717,TEAMGTY,TEAM INDIA GUARANTY,NSE,EQ,,,
2743809,10718,772AP35-SG,SDL AP 7.72% 2035,NSE,EQ,,,
2744065,10719,774AP38-SG,SDL AP 7.74% 2038,NSE,EQ,,,
2744321,10720,76TN32-SG,SDL TN 7.6% 2032,NSE,EQ,,,
2744577,10721,765BR32A-SG,SDL BR 7.65% 2032,NSE,EQ,,,
2744833,10722,726GS2032-GS,GOI LOAN  7.26% 2032,NSE,EQ,,,
2745089,10723,INFRAIETF,ICICI PRUDENTIAL NIFTY INFRASTRUCTURE ETF,NSE,EQ,,,
2745857,10726,INDIAMART,INDIAMART INTERMESH,NSE,EQ,,,
2747649,10733,SPORTKING,SPORTKING INDIA,NSE,EQ,,,
2748929,10738,OFSS,ORACLE FIN SERV SOFT,NSE,EQ,,,
2749697,10741,728NTPC30B-N9,728NTPC30B-N9,NSE,EQ,,,
2750465,10744,737NTPC35C-NA,737NTPC35C-NA,NSE,EQ,,,
2751745,10749,753NTPC30E-NC,753NTPC30E-NC,NSE,EQ,,,
2752257,10751,762NTPC35F-ND,762NTPC35F-ND,NSE,EQ,,,
2752769,10753,UNIONBANK,UNION BANK OF INDIA,NSE,EQ,,,
2753537,10756,ICINFRINAV,ICICIPRAMC - ICINFRINAV,NSE,EQ,,,
2753793,10757,VERTIS-IV,VERTIS INFRASTRUCTURE TRUST - INVIT,NSE,EQ,,,
2754817,10761,SILVERADD,DSPAMC - DSPSILVETF,NSE,EQ,,,
2755585,10764,DSPSILINAV,DSPAMC - DSPSILINAV,NSE,EQ,,,
2755841,10765,765AS32-SG,SDL AS 7.65% 2032,NSE,EQ,,,
2756609,10768,OAL,ORIENTAL AROMATICS,NSE,EQ,,,
2757121,10770,AHIMSA-ST,AHIMSA INDUSTRIES,NSE,EQ,,,
2757377,10771,766UP32-SG,SDL UP 7.66% 2032,NSE,EQ,,,
2757889,10773,776KL38-SG,SDL KL 7.76% 2038,NSE,EQ,,,
2760193,10782,775PN42-SG,SDL PN 7.75% 2042,NSE,EQ,,,
2760449,10783,774TS45-SG,SDL TS 7.74% 2045,NSE,EQ,,,
2760705,10784,774TS46-SG,SDL TS 7.74% 2046,NSE,EQ,,,
2761217,10786,NOIDATOLL,NOIDA TOLL BRIDGE CO,NSE,EQ,,,
2762497,10791,NUCLEUS,NUCLEUS SOFTWARE EXPORTS,NSE,EQ,,,
2763009,10793,SYRMA,SYRMA SGS TECHNOLOGY,NSE,EQ,,,
2763265,10794,CANBK,CANARA BANK,NSE,EQ,,,
2770433,10822,MOQUALITY,MOTILAL OSWAL BSE QUALITY ETF,NSE,EQ,,,
2771201,10825,MOVALUE,MOTILAL OSWAL BSE ENHANCED VALUE ETF,NSE,EQ,,,
2772481,10830,MOQLTYINAV,MOTILALAMC - MOQLTYINAV,NSE,EQ,,,
2772737,10831,MOVALUINAV,MOTILALAMC - MOVALUINAV,NSE,EQ,,,
2774017,10836,SEYAIND-BE,SEYA INDUSTRIES,NSE,EQ,,,
2776065,10844,77TN42-SG,SDL TN 7.7% 2042,NSE,EQ,,,
2776321,10845,771KL42-SG,SDL KL 7.71% 2042,NSE,EQ,,,
2776577,10846,771AP42-SG,SDL AP 7.71% 2042,NSE,EQ,,,
2776833,10847,771AP39-SG,SDL AP 7.71% 2039,NSE,EQ,,,
2777089,10848,771AP37-SG,SDL AP 7.71% 2037,NSE,EQ,,,
2777857,10851,767KL34-SG,SDL KL 7.67% 2034,NSE,EQ,,,
2778113,10852,761TN32-SG,SDL TN 7.61% 2032,NSE,EQ,,,
2778369,10853,761HR32-SG,SDL HR 7.61% 2032,NSE,EQ,,,
2778625,10854,762BR32-SG,SDL BR 7.62% 2032,NSE,EQ,,,
2778881,10855,753HR30-SG,SDL HR 7.53% 2030,NSE,EQ,,,
2779905,10859,DREAMFOLKS,DREAMFOLKS SERVICES,NSE,EQ,,,
2781441,10865,GVPTECH,GVP INFOTECH,NSE,EQ,,,
2782977,10871,GRMOVER,GRM OVERSEAS,NSE,EQ,,,
2784257,10876,HDFCSILVER,HDFC SILVER ETF,NSE,EQ,,,
2786049,10883,HDFCSIINAV,HDFCAMC - HDFCSIINAV,NSE,EQ,,,
2786305,10884,HDFCSIINAV-RL,HDFCSIINAV-RL,NSE,EQ,,,
2786561,10885,JFLLIFE-SM,JFL LIFE SCIENCES,NSE,EQ,,,
2787585,10889,KORE-SM,JAY JALARAM TECHNO,NSE,EQ,,,
2788609,10893,DBOL,DHAMPUR BIO ORGANICS,NSE,EQ,,,
2789889,10898,AMEYA-SM,AMEYA PRECISION ENG,NSE,EQ,,,
2790913,10902,745TS30-SG,SDL TS 7.45% 2030,NSE,EQ,,,
2791425,10904,747TS31-SG,SDL TS 7.47% 2031,NSE,EQ,,,
2791681,10905,GENESYS,GENESYS INTL CORPN,NSE,EQ,,,
2791937,10906,753AS32-SG,SDL AS 7.53% 2032,NSE,EQ,,,
2792193,10907,758PN42-SG,SDL PN 7.58% 2042,NSE,EQ,,,
2793217,10911,758AP40-SG,SDL AP 7.58% 2040,NSE,EQ,,,
2793473,10912,758GA37-SG,SDL GA 7.58% 2037,NSE,EQ,,,
2793729,10913,758AP42-SG,SDL AP 7.58% 2042,NSE,EQ,,,
2796033,10922,OMAXAUTO,OMAX AUTOS,NSE,EQ,,,
2796289,10923,753BR32-SG,SDL BR 7.53% 2032,NSE,EQ,,,
2796801,10925,GODREJIND,GODREJ INDUSTRIES,NSE,EQ,,,
2798337,10931,736GS2052-GS,GOI LOAN  7.36% 2052,NSE,EQ,,,
2798593,10932,RADAAN,RADAAN MEDIAWORKS (I),NSE,EQ,,,
2800385,10939,JUNIORBEES,NIPPON INDIA NIFTY NEXT 50 JUNIOR BEES ETF,NSE,EQ,,,
2800641,10940,DIVISLAB,DIVI S LABORATORIES,NSE,EQ,,,
2801921,10945,TMB,TAMILNAD MERCA BANK,NSE,EQ,,,
2802689,10948,STCINDIA,THE STATE TRADING CORPN,NSE,EQ,,,
2804481,10955,745HR32-SG,SDL HR 7.45% 2032,NSE,EQ,,,
2804737,10956,745BR32-SG,SDL BR 7.45% 2032,NSE,EQ,,,
2804993,10957,746MP32-SG,SDL MP 7.46% 2032,NSE,EQ,,,
2805249,10958,748HP33-SG,SDL HP 7.48% 2033,NSE,EQ,,,
2805505,10959,749HP34-SG,SDL HP 7.49% 2034,NSE,EQ,,,
2805761,10960,75HP36-SG,SDL HP 7.5% 2036,NSE,EQ,,,
2806017,10961,75HP37-SG,SDL HP 7.5% 2037,NSE,EQ,,,
2806273,10962,745AP40-SG,SDL AP 7.45% 2040,NSE,EQ,,,
2806529,10963,745AP42-SG,SDL AP 7.45% 2042,NSE,EQ,,,
2806785,10964,746TS48-SG,SDL TS 7.46% 2048,NSE,EQ,,,
2807041,10965,746TS49-SG,SDL TS 7.46% 2049,NSE,EQ,,,
2807297,10966,745SK32-SG,SDL SK 7.45% 2032,NSE,EQ,,,
2808577,10971,MEGAFLEX-SM,MEGA FLEX PLASTICS,NSE,EQ,,,
2811137,10981,74GS2062-GS,GOI LOAN  7.4% 2062,NSE,EQ,,,
2812161,10985,SABAR-ST,SABAR FLEX INDIA,NSE,EQ,,,
2812417,10986,TAPIFRUIT-SM,TAPI FRUIT PROCESSING,NSE,EQ,,,
2813441,10990,RADICO,RADICO KHAITAN,NSE,EQ,,,
2814209,10993,INDORAMA,INDO RAMA SYNTHETICS,NSE,EQ,,,
2814721,10995,ISHAN-SM,ISHAN INTERNATIONAL,NSE,EQ,,,
2815745,10999,MARUTI,MARUTI SUZUKI INDIA,NSE,EQ,,,
2817537,11006,LIQUIDBEES,NIPPON INDIA NIFTY 1D RATE LIQUID BEES ETF,NSE,EQ,,,
2822913,11027,INFOBEAN,INFOBEANS TECHNO.,NSE,EQ,,,
2824449,11033,SANGINITA-BE,SANGINITA CHEMICALS,NSE,EQ,,,
2825473,11037,BANKIETF,ICICI PRUDENTIAL NIFTY BANK ETF,NSE,EQ,,,
2825985,11039,DCMNVL,DCM NOUVELLE,NSE,EQ,,,
2827521,11045,SATIA,SATIA INDUSTRIES,NSE,EQ,,,
2828801,11050,SIRCA,SIRCA PAINT INDIA,NSE,EQ,,,
2830849,11058,SECURKLOUD,SECUREKLOUD TECH,NSE,EQ,,,
2831361,11060,KSOLVES,KSOLVES INDIA,NSE,EQ,,,
2832641,11065,NATHBIOGEN,NATH BIO-GENES (I),NSE,EQ,,,
2834433,11072,AGRITECH,AGRI-TECH (INDIA),NSE,EQ,,,
2836993,11082,LIBAS,LIBAS CONSU PRODUCTS,NSE,EQ,,,
2840065,11094,755BR32-SG,SDL BR 7.55% 2032,NSE,EQ,,,
2840321,11095,755AS32-SG,SDL AS 7.55% 2032,NSE,EQ,,,
2840577,11096,757JK34-SG,SDL JK 7.57% 2034,NSE,EQ,,,
2840833,11097,758GA37A-SG,SDL GA 7.58% 2037,NSE,EQ,,,
2851841,11140,SUMIT,SUMIT WOODS,NSE,EQ,,,
2855425,11154,SGBJUL27-GB,2.50%GOLDBONDS2027SR-II,NSE,EQ,,,
2855681,11155,CNL,CREATIVE NEWTECH,NSE,EQ,,,
2856705,11159,756WB39-SG,SDL WB 7.56% 2039,NSE,EQ,,,
2856961,11160,756TS40-SG,SDL TS 7.56% 2040,NSE,EQ,,,
2857217,11161,756WB42-SG,SDL WB 7.56% 2042,NSE,EQ,,,
2857473,11162,HARSHA,HARSHA ENGINEERS INT,NSE,EQ,,,
2859265,11169,COFFEEDAY-BE,COFFEE DAY ENTERPRISE,NSE,EQ,,,
2863105,11184,IDFCFIRSTB,IDFC FIRST BANK,NSE,EQ,,,
2865153,11192,SGBAUG30-GB,2.50%GOLDBONDS2030SR-II,NSE,EQ,,,
2865409,11193,SILVERAXIS,AXIS SILVER ETF,NSE,EQ,,,
2865921,11195,INDIGO,INTERGLOBE AVIATION,NSE,EQ,,,
2868737,11206,AXISILINAV,AXISAMC - AXISILINAV,NSE,EQ,,,
2868993,11207,AXISILINAV-RL,AXISILINAV-RL,NSE,EQ,,,
2869249,11208,KANDARP-SM,KANDARP DG SMART BPO,NSE,EQ,,,
2870273,11212,SHK,S H KELKAR AND CO.,NSE,EQ,,,
2871809,11218,MAKS-SM,MAKS ENERGY SOL INDIA,NSE,EQ,,,
2873089,11223,UCOBANK,UCO BANK,NSE,EQ,,,
2873857,11226,BAGFILMS,B.A.G FILMS AND MEDIA,NSE,EQ,,,
2875649,11233,SUVEN,SUVEN LIFE SCIENCES,NSE,EQ,,,
2876417,11236,JSL,JINDAL STAINLESS,NSE,EQ,,,
2877185,11239,NSIL,NALWA SONS INVESTMENT,NSE,EQ,,,
2877697,11241,HDFCGROWTH,HDFC NIFTY GROWTH SECTORS 15 ETF,NSE,EQ,,,
2880769,11253,WELSPUNLIV,WELSPUN LIVING,NSE,EQ,,,
2881281,11255,HDFCQUAL,HDFC NIFTY100 QUALITY 30 ETF,NSE,EQ,,,
2881537,11256,JAIBALAJI,JAI BALAJI INDUSTRIES,NSE,EQ,,,
2882561,11260,HDFCVALUE,HDFC NIFTY50 VALUE 20 ETF,NSE,EQ,,,
2883073,11262,IGL,INDRAPRASTHA GAS,NSE,EQ,,,
2883841,11265,TVSELECT,TVS ELECTRONICS,NSE,EQ,,,
2884097,11266,HDFCGRINAV,HDFCAMC - HDFCGRINAV,NSE,EQ,,,
2884353,11267,HDFCQUINAV,HDFCAMC - HDFCQUINAV,NSE,EQ,,,
2885377,11271,DREDGECORP,DREDGING CORP OF INDIA,NSE,EQ,,,
2885633,11272,HDFCVLINAV,HDFCAMC - HDFCVLINAV,NSE,EQ,,,
2885889,11273,749GJ26-SG,SDL GJ 7.49% 2026,NSE,EQ,,,
2886401,11275,TVTODAY,TV TODAY NETWORK,NSE,EQ,,,
2886657,11276,768PN42-SG,SDL PN 7.68% 2042,NSE,EQ,,,
2886913,11277,762MH30A-SG,SDL MH 7.62% 2030,NSE,EQ,,,
2887937,11281,771AP34-SG,SDL AP 7.71% 2034,NSE,EQ,,,
2888193,11282,769BR32-SG,SDL BR 7.69% 2032,NSE,EQ,,,
2888449,11283,769GA32-SG,SDL GA 7.69% 2032,NSE,EQ,,,
2888705,11284,767HR32-SG,SDL HR 7.67% 2032,NSE,EQ,,,
2888961,11285,764MH32-SG,SDL MH 7.64% 2032,NSE,EQ,,,
2889217,11286,771MN32-SG,SDL MN 7.71% 2032,NSE,EQ,,,
2889473,11287,UPL,UPL,NSE,EQ,,,
2889729,11288,765RJ32A-SG,SDL RJ 7.65% 2032,NSE,EQ,,,
2889985,11289,768UP32-SG,SDL UP 7.68% 2032,NSE,EQ,,,
2890497,11291,768WB32-SG,SDL WB 7.68% 2032,NSE,EQ,,,
2890753,11292,769KL40-SG,SDL KL 7.69% 2040,NSE,EQ,,,
2891009,11293,UNIENTER,UNIPHOS ENTERPRISES,NSE,EQ,,,
2891265,11294,778MZ37-SG,SDL MZ 7.78% 2037,NSE,EQ,,,
2891521,11295,772WB38-SG,SDL WB 7.72% 2038,NSE,EQ,,,
2892033,11297,SIL,STANDARD INDUSTRIES,NSE,EQ,,,
2892545,11299,76AP28-SG,SDL AP 7.6% 2028,NSE,EQ,,,
2893057,11301,LUXIND,LUX INDUSTRIES,NSE,EQ,,,
2895105,11309,BALAXI,BALAXI PHARMA,NSE,EQ,,,
2897665,11319,LICNETFN50,LIC MF NIFTY 50 ETF,NSE,EQ,,,
2899201,11325,MUKANDLTD,MUKAND,NSE,EQ,,,
2903809,11343,AFFLE,AFFLE 3I,NSE,EQ,,,
2905857,11351,PETRONET,PETRONET LNG,NSE,EQ,,,
2906881,11355,PTC,PTC INDIA,NSE,EQ,,,
2907137,11356,87SCL27-Z6,87SCL27-Z6,NSE,EQ,,,
2907905,11359,DHANBANK,DHANLAXMI BANK,NSE,EQ,,,
2908417,11361,915SCL27-Z7,915SCL27-Z7,NSE,EQ,,,
2909185,11364,VAIBHAVGBL,VAIBHAV GLOBAL,NSE,EQ,,,
2909441,11365,865SCL24B-Z8,865SCL24B-Z8,NSE,EQ,,,
2910209,11368,905SC24B-Z9,905SC24B-Z9,NSE,EQ,,,
2910465,11369,TTKHLTCARE,TTK HEALTHCARE,NSE,EQ,,,
2911489,11373,BIOCON,BIOCON,NSE,EQ,,,
2911745,11374,TIPSFILMS,TIPS FILMS,NSE,EQ,,,
2912513,11377,MAHABANK,BANK OF MAHARASHTRA,NSE,EQ,,,
2914817,11386,PVTBANIETF,ICICI PRUDENTIAL NIFTY PRIVATE BANK ETF,NSE,EQ,,,
2915841,11390,776MH30-SG,SDL MH 7.76% 2030,NSE,EQ,,,
2916865,11394,ZOTA,ZOTA HEALTH CARE,NSE,EQ,,,
2918145,11399,SALZERELEC,SALZER ELECTRONICS,NSE,EQ,,,
2918401,11400,775GJ32-SG,SDL GJ 7.75% 2032,NSE,EQ,,,
2918657,11401,778MZ32-SG,SDL MZ 7.78% 2032,NSE,EQ,,,
2919169,11403,POONAWALLA,POONAWALLA FINCORP,NSE,EQ,,,
2919425,11404,779RJ32-SG,SDL RJ 7.79% 2032,NSE,EQ,,,
2919681,11405,779TN32-SG,SDL TN 7.79% 2032,NSE,EQ,,,
2920193,11407,XPROINDIA,XPRO INDIA,NSE,EQ,,,
2920449,11408,781UP32-SG,SDL UP 7.81% 2032,NSE,EQ,,,
2920705,11409,784TS34-SG,SDL TS 7.84% 2034,NSE,EQ,,,
2921217,11411,RKFORGE,RAMKRISHNA FORGINGS,NSE,EQ,,,
2921473,11412,782AP35-SG,SDL AP 7.82% 2035,NSE,EQ,,,
2921729,11413,783TS35-SG,SDL TS 7.83% 2035,NSE,EQ,,,
2922241,11415,783TS36-SG,SDL TS 7.83% 2036,NSE,EQ,,,
2922497,11416,77PN42-SG,SDL PN 7.7% 2042,NSE,EQ,,,
2922753,11417,774AP42-SG,SDL AP 7.74% 2042,NSE,EQ,,,
2923009,11418,774RJ42-SG,SDL RJ 7.74% 2042,NSE,EQ,,,
2924289,11423,DATAMATICS,DATAMATICS GLOBAL SER,NSE,EQ,,,
2924545,11424,77KL47-SG,SDL KL 7.7% 2047,NSE,EQ,,,
2925313,11427,NDTV,NDTV,NSE,EQ,,,
2926593,11432,KRITINUT,KRITI NUTRIENTS,NSE,EQ,,,
2927361,11435,SPANDANA,SPANDANA SPHOORTY FIN,NSE,EQ,,,
2928385,11439,BANKBEES,NIPPON INDIA NIFTY BANK BEES ETF,NSE,EQ,,,
2928897,11441,LICNETFSEN,LIC MF BSE SENSEX ETF,NSE,EQ,,,
2929921,11445,PILANIINVS,PILANI INV & IND COR,NSE,EQ,,,
2930433,11447,CMRSL-SM,CYBER MEDIA RES & SER,NSE,EQ,,,
2931713,11452,CCL,CCL PRODUCTS (I),NSE,EQ,,,
2932993,11457,NV20,KOTAK NIFTY 50 VALUE 20 ETF,NSE,EQ,,,
2936577,11471,EXCELINDUS,EXCEL INDUSTRIES,NSE,EQ,,,
2936833,11472,LLOYDS-SM,LLOYDS LUXURIES,NSE,EQ,,,
2939649,11483,LT,LARSEN & TOUBRO,NSE,EQ,,,
2940929,11488,KRIDHANINF-BE,KRIDHAN INFRA,NSE,EQ,,,
